cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrite,NumGE1500,PctGE1500
3.86848E+13,S,Galileo High,San Francisco Unified,San Francisco,463,356,445,510,444,128,35.96
3.86848E+13,S,Lincoln (Abraham) High,San Francisco Unified,San Francisco,459,331,468,529,461,151,45.62
3.86848E+13,S,Lowell High,San Francisco Unified,San Francisco,709,645,595,636,594,561,86.98
3.86848E+13,S,Mission High,San Francisco Unified,San Francisco,256,169,400,464,399,40,23.67
3.86848E+13,S,O'Connell (John) High,San Francisco Unified,San Francisco,109,48,412,418,409,6,12.5
3.86848E+13,S,Washington (George) High,San Francisco Unified,San Francisco,495,365,464,529,462,172,47.12
3.8767E+13,D,,SBE - San Francisco Flex Academy,San Francisco,32,15,501,509,502,8,53.33
3.8767E+13,S,San Francisco Flex Academy,SBE - San Francisco Flex Academy,San Francisco,32,15,501,509,502,8,53.33
3.9E+13,C,,,San Joaquin,10984,3606,473,481,467,1315,36.47
3.9104E+13,D,,San Joaquin County Office of Education,San Joaquin,916,47,491,456,458,13,27.66
3.9104E+13,S,one.Charter,San Joaquin County Office of Education,San Joaquin,46,0,NA,NA,NA,NA,NA
3.9104E+13,S,San Joaquin Building Futures Academy,San Joaquin County Office of Education,San Joaquin,130,0,NA,NA,NA,NA,NA
3.9104E+13,S,Venture Academy,San Joaquin County Office of Education,San Joaquin,246,47,491,456,458,13,27.66
3.9685E+13,D,,Escalon Unified,San Joaquin,229,81,493,498,486,40,49.38
3.9685E+13,S,Escalon High,Escalon Unified,San Joaquin,205,81,493,498,486,40,49.38
3.96857E+13,D,,Lincoln Unified,San Joaquin,726,251,499,529,498,135,53.78
3.96857E+13,S,Lincoln High,Lincoln Unified,San Joaquin,653,251,499,529,498,135,53.78
3.96858E+13,D,,Linden Unified,San Joaquin,178,69,498,483,487,29,42.03
3.96858E+13,S,Linden High,Linden Unified,San Joaquin,143,69,498,483,487,29,42.03
3.96859E+13,D,,Lodi Unified,San Joaquin,2296,801,486,502,481,348,43.45
3.96859E+13,S,Aspire Benjamin Holt College Preparatory Academy,Lodi Unified,San Joaquin,79,71,500,502,503,32,45.07
3.96859E+13,S,Ronald E. McNair High,Lodi Unified,San Joaquin,395,156,440,451,436,37,23.72
3.96859E+13,S,Rio Valley Charter,Lodi Unified,San Joaquin,39,2,*,*,*,*,*
3.96859E+13,S,Bear Creek High,Lodi Unified,San Joaquin,428,187,478,510,467,81,43.32
3.96859E+13,S,Independence,Lodi Unified,San Joaquin,109,1,*,*,*,*,*
3.96859E+13,S,Middle College High,Lodi Unified,San Joaquin,56,53,569,572,565,46,86.79
3.96859E+13,S,Tokay High,Lodi Unified,San Joaquin,509,150,493,502,485,60,40
3.96859E+13,S,Lodi High,Lodi Unified,San Joaquin,456,181,498,520,501,92,50.83
3.96859E+13,D,,Manteca Unified,San Joaquin,1769,648,470,468,458,208,32.1
3.96859E+13,S,Weston Ranch High,Manteca Unified,San Joaquin,259,96,458,461,454,26,27.08
3.96859E+13,S,New Vision High,Manteca Unified,San Joaquin,98,1,*,*,*,*,*
3.96859E+13,S,Lathrop High,Manteca Unified,San Joaquin,307,143,442,432,432,22,15.38
3.96859E+13,S,Manteca Unified Vocational Academy,Manteca Unified,San Joaquin,16,0,NA,NA,NA,NA,NA
3.96859E+13,S,Sierra High,Manteca Unified,San Joaquin,311,140,483,478,463,55,39.29
3.96859E+13,S,East Union High,Manteca Unified,San Joaquin,314,139,482,485,474,56,40.29
3.96859E+13,S,Manteca High,Manteca Unified,San Joaquin,317,129,481,484,467,49,37.98
3.96863E+13,D,,New Jerusalem Elementary,San Joaquin,507,40,443,445,443,11,27.5
3.96863E+13,S,"Humphreys College Academy of Business, Law and Edu",New Jerusalem Elementary,San Joaquin,49,23,420,449,424,4,17.39
3.96863E+13,S,California Virtual Academy @ San Joaquin,New Jerusalem Elementary,San Joaquin,129,0,NA,NA,NA,NA,NA
3.96863E+13,S,Renew Virtual Academy K12 #1,New Jerusalem Elementary,San Joaquin,55,0,NA,NA,NA,NA,NA
3.96863E+13,S,Academy of Arts and Sciences: San Joaquin,New Jerusalem Elementary,San Joaquin,63,0,NA,NA,NA,NA,NA
3.96863E+13,S,Valley View Charter Prep,New Jerusalem Elementary,San Joaquin,12,0,NA,NA,NA,NA,NA
3.96863E+13,S,Delta Charter Online,New Jerusalem Elementary,San Joaquin,116,0,NA,NA,NA,NA,NA
3.96863E+13,S,Delta Charter,New Jerusalem Elementary,San Joaquin,79,17,474,439,468,7,41.18
3.96865E+13,D,,Ripon Unified,San Joaquin,275,112,502,493,492,47,41.96
3.96865E+13,S,California Connections Academy @ Ripon,Ripon Unified,San Joaquin,59,11,542,487,535,6,54.55
3.96865E+13,S,Ripon High,Ripon Unified,San Joaquin,196,101,497,494,487,41,40.59
3.96868E+13,D,,Stockton Unified,San Joaquin,2450,879,433,437,430,184,20.93
3.96868E+13,S,Cesar Chavez High,Stockton Unified,San Joaquin,525,148,413,410,417,18,12.16
3.96868E+13,S,Edward C. Merlo Institute of Environmental Studies,Stockton Unified,San Joaquin,59,22,359,361,370,0,0
3.96868E+13,S,Aspire Langston Hughes Academy,Stockton Unified,San Joaquin,54,51,407,431,408,9,17.65
3.96868E+13,S,Stockton Unified Early College Academy,Stockton Unified,San Joaquin,101,91,531,551,519,62,68.13
3.96868E+13,S,Stockton High,Stockton Unified,San Joaquin,124,0,NA,NA,NA,NA,NA
3.96868E+13,S,Stockton Collegiate International Secondary,Stockton Unified,San Joaquin,28,24,496,436,475,6,25
3.96868E+13,S,Health Careers Academy,Stockton Unified,San Joaquin,106,77,421,416,418,14,18.18
3.96868E+13,S,Pacific Law Academy,Stockton Unified,San Joaquin,41,0,NA,NA,NA,NA,NA
3.96868E+13,S,Weber Institute,Stockton Unified,San Joaquin,70,13,440,431,420,2,15.38
3.96868E+13,S,Edison High,Stockton Unified,San Joaquin,467,165,419,435,420,27,16.36
3.96868E+13,S,Franklin High,Stockton Unified,San Joaquin,414,194,431,433,423,29,14.95
3.96868E+13,S,Stagg Senior High,Stockton Unified,San Joaquin,304,94,426,425,425,17,18.09
3.9755E+13,D,,Tracy Joint Unified,San Joaquin,1638,678,495,505,491,300,44.25
3.9755E+13,S,Millennium Charter,Tracy Joint Unified,San Joaquin,104,67,483,487,480,23,34.33
3.9755E+13,S,John C. Kimball High,Tracy Joint Unified,San Joaquin,439,216,500,509,500,103,47.69
3.9755E+13,S,Merrill F. West High,Tracy Joint Unified,San Joaquin,490,198,491,504,479,86,43.43
3.9755E+13,S,Tracy High,Tracy Joint Unified,San Joaquin,425,197,499,508,496,88,44.67
4E+13,C,,,San Luis Obispo,2974,1070,538,536,519,661,61.78
4.01041E+13,D,,San Luis Obispo County Office of Education,San Luis Obispo,224,1,*,*,*,*,*
4.01041E+13,S,Grizzly ChalleNGe Charter,San Luis Obispo County Office of Education,San Luis Obispo,134,0,NA,NA,NA,NA,NA
4.01041E+13,S,San Luis Obispo County Juvenile Court,San Luis Obispo County Office of Education,San Luis Obispo,11,1,*,*,*,*,*
4.0687E+13,D,,Atascadero Unified,San Luis Obispo,351,131,547,532,522,90,68.7
4.0687E+13,S,West Mall Alternative,Atascadero Unified,San Luis Obispo,14,1,*,*,*,*,*
4.0687E+13,S,Atascadero High,Atascadero Unified,San Luis Obispo,286,130,546,532,521,89,68.46
4.06876E+13,D,,Lucia Mar Unified,San Luis Obispo,871,317,528,535,515,186,58.68
4.06876E+13,S,Nipomo High,Lucia Mar Unified,San Luis Obispo,255,86,508,511,490,40,46.51
4.06876E+13,S,Arroyo Grande High,Lucia Mar Unified,San Luis Obispo,513,231,535,543,524,146,63.2
4.06881E+13,D,,San Luis Coastal Unified,San Luis Obispo,646,303,565,565,539,215,70.96
4.06881E+13,S,Morro Bay High,San Luis Coastal Unified,San Luis Obispo,203,81,544,551,512,51,62.96
4.06881E+13,S,San Luis Obispo High,San Luis Coastal Unified,San Luis Obispo,405,222,572,571,549,164,73.87
4.06883E+13,D,,Shandon Joint Unified,San Luis Obispo,12,2,*,*,*,*,*
4.06883E+13,S,Shandon High,Shandon Joint Unified,San Luis Obispo,12,2,*,*,*,*,*
4.06884E+13,D,,Templeton Unified,San Luis Obispo,253,121,533,523,520,74,61.16
4.06884E+13,S,Templeton Independent Study High,Templeton Unified,San Luis Obispo,40,6,*,*,*,*,*
4.06884E+13,S,Templeton High,Templeton Unified,San Luis Obispo,209,115,535,524,521,71,61.74
4.07546E+13,D,,Paso Robles Joint Unified,San Luis Obispo,562,177,508,503,490,86,48.59
4.07546E+13,S,Independence High,Paso Robles Joint Unified,San Luis Obispo,37,1,*,*,*,*,*
4.07546E+13,S,Paso Robles High,Paso Robles Joint Unified,San Luis Obispo,454,176,508,504,490,86,48.86
4.07547E+13,D,,Coast Unified,San Luis Obispo,55,18,522,506,486,9,50
4.07547E+13,S,Coast Union High,Coast Unified,San Luis Obispo,50,18,522,506,486,9,50
4.1E+13,C,,,San Mateo,6830,3425,531,553,529,2123,61.99
4.11041E+13,D,,San Mateo County Office of Education,San Mateo,77,0,NA,NA,NA,NA,NA
4.16889E+13,D,,Cabrillo Unified,San Mateo,251,136,525,525,524,85,62.5
4.16889E+13,S,Half Moon Bay High,Cabrillo Unified,San Mateo,231,136,525,525,524,85,62.5
4.16892E+13,D,,Jefferson Elementary,San Mateo,80,9,*,*,*,*,*
4.16892E+13,S,California Virtual Academy @ San Mateo,Jefferson Elementary,San Mateo,80,9,*,*,*,*,*
4.16892E+13,D,,Jefferson Union High,San Mateo,1179,504,505,528,499,267,52.98
4.16892E+13,S,Jefferson High,Jefferson Union High,San Mateo,266,110,455,468,451,31,28.18
4.16892E+13,S,Oceana High,Jefferson Union High,San Mateo,158,89,534,550,532,58,65.17
4.16892E+13,S,Terra Nova High,Jefferson Union High,San Mateo,246,126,537,548,523,85,67.46
4.16892E+13,S,Westmoor High,Jefferson Union High,San Mateo,402,179,498,540,496,93,51.96
4.16894E+13,D,,La Honda-Pescadero Unified,San Mateo,22,10,*,*,*,*,*
4.16894E+13,S,Pescadero High,La Honda-Pescadero Unified,San Mateo,22,10,*,*,*,*,*
4.169E+13,D,,Ravenswood City Elementary,San Mateo,51,0,NA,NA,NA,NA,NA
4.169E+13,S,Aspire East Palo Alto Charter,Ravenswood City Elementary,San Mateo,51,0,NA,NA,NA,NA,NA
4.16905E+13,D,,San Mateo Union High,San Mateo,2004,1189,544,570,544,803,67.54
4.16905E+13,S,Peninsula High,San Mateo Union High,San Mateo,119,0,NA,NA,NA,NA,NA
4.16905E+13,S,Aragon High,San Mateo Union High,San Mateo,318,231,567,581,572,167,72.29
4.16905E+13,S,Burlingame High,San Mateo Union High,San Mateo,316,188,557,586,560,146,77.66
4.16905E+13,S,Capuchino High,San Mateo Union High,San Mateo,253,137,495,508,487,63,45.99
4.16905E+13,S,Hillsdale High,San Mateo Union High,San Mateo,329,201,524,554,520,120,59.7
4.16905E+13,S,Mills High,San Mateo Union High,San Mateo,313,222,545,592,543,163,73.42
4.16905E+13,S,San Mateo High,San Mateo Union High,San Mateo,350,210,558,576,559,144,68.57
4.16906E+13,D,,Sequoia Union High,San Mateo,2450,1236,544,563,544,821,66.42
4.16906E+13,S,Summit Preparatory Charter High,Sequoia Union High,San Mateo,83,39,532,531,522,23,58.97
4.16906E+13,S,Everest Public High,Sequoia Union High,San Mateo,97,53,553,551,538,36,67.92
4.16906E+13,S,East Palo Alto Academy,Sequoia Union High,San Mateo,54,21,385,422,403,2,9.52
4.16906E+13,S,Carlmont High,Sequoia Union High,San Mateo,513,349,575,604,569,289,82.81
4.16906E+13,S,Menlo-Atherton High,Sequoia Union High,San Mateo,486,295,580,593,575,215,72.88
4.16906E+13,S,Redwood High,Sequoia Union High,San Mateo,219,1,*,*,*,*,*
4.16906E+13,S,Sequoia High,Sequoia Union High,San Mateo,558,270,510,536,526,147,54.44
4.16906E+13,S,Woodside High,Sequoia Union High,San Mateo,428,208,500,510,499,108,51.92
4.16907E+13,D,,South San Francisco Unified,San Mateo,716,341,487,509,478,140,41.06
4.16907E+13,S,El Camino High,South San Francisco Unified,San Mateo,345,198,491,517,479,85,42.93
4.16907E+13,S,South San Francisco High,South San Francisco Unified,San Mateo,312,143,481,499,477,55,38.46
4.2E+13,C,,,Santa Barbara,5055,1771,503,515,496,878,49.58
4.21042E+13,D,,Santa Barbara County Office of Education,Santa Barbara,76,0,NA,NA,NA,NA,NA
4.26911E+13,D,,Blochman Union Elementary,Santa Barbara,69,0,NA,NA,NA,NA,NA
4.26911E+13,S,Family Partnership Home Study Charter,Blochman Union Elementary,Santa Barbara,62,0,NA,NA,NA,NA,NA
4.26915E+13,D,,Carpinteria Unified,Santa Barbara,176,67,479,499,470,27,40.3
4.26915E+13,S,Carpinteria Senior High,Carpinteria Unified,Santa Barbara,157,67,479,499,470,27,40.3
4.26923E+13,D,,Lompoc Unified,Santa Barbara,638,145,508,505,489,77,53.1
4.26923E+13,S,Cabrillo High,Lompoc Unified,Santa Barbara,297,91,528,520,504,56,61.54
4.26923E+13,S,Lompoc High,Lompoc Unified,Santa Barbara,305,54,474,478,464,21,38.89
4.26925E+13,D,,Los Olivos Elementary,Santa Barbara,77,3,*,*,*,*,*
4.26925E+13,S,Olive Grove,Los Olivos Elementary,Santa Barbara,77,3,*,*,*,*,*
4.26926E+13,D,,Orcutt Union Elementary,Santa Barbara,146,84,514,508,492,47,55.95
4.26926E+13,S,Orcutt Academy Charter,Orcutt Union Elementary,Santa Barbara,146,84,514,508,492,47,55.95
4.26931E+13,D,,Santa Maria Joint Union High,Santa Barbara,1876,527,453,471,449,148,28.08
4.26931E+13,S,Pioneer Valley High,Santa Maria Joint Union High,Santa Barbara,601,173,455,463,451,46,26.59
4.26931E+13,S,Ernest Righetti High,Santa Maria Joint Union High,Santa Barbara,497,181,486,500,482,78,43.09
4.26931E+13,S,Santa Maria High,Santa Maria Joint Union High,Santa Barbara,499,173,416,447,415,24,13.87
4.26933E+13,D,,Santa Ynez Valley Union High,Santa Barbara,257,147,521,530,516,87,59.18
4.26933E+13,S,Santa Ynez Valley Union High,Santa Ynez Valley Union High,Santa Barbara,245,147,521,530,516,87,59.18
4.27501E+13,D,,Cuyama Joint Unified,Santa Barbara,16,3,*,*,*,*,*
4.27501E+13,S,Cuyama Valley High,Cuyama Joint Unified,Santa Barbara,16,3,*,*,*,*,*
4.27679E+13,D,,Santa Barbara Unified,Santa Barbara,1724,795,534,545,526,489,61.51
4.27679E+13,S,Alta Vista Alternative High,Santa Barbara Unified,Santa Barbara,104,12,568,548,558,10,83.33
4.27679E+13,S,Dos Pueblos Senior High,Santa Barbara Unified,Santa Barbara,522,325,539,557,529,204,62.77
4.27679E+13,S,San Marcos Senior High,Santa Barbara Unified,Santa Barbara,457,201,518,532,514,116,57.71
4.27679E+13,S,Santa Barbara Senior High,Santa Barbara Unified,Santa Barbara,534,257,537,539,529,159,61.87
4.3E+13,C,,,Santa Clara,20434,10690,547,576,550,7080,66.23
4.31044E+13,D,,Santa Clara County Office of Education,Santa Clara,497,193,481,488,481,76,39.38
4.31044E+13,S,Leadership Public Schools - San Jose,Santa Clara County Office of Education,Santa Clara,66,49,377,392,381,2,4.08
4.31044E+13,S,University Preparatory Academy Charter,Santa Clara County Office of Education,Santa Clara,69,74,535,546,537,46,62.16
4.31044E+13,S,Magnolia Science Academy Santa Clara,Santa Clara County Office of Education,Santa Clara,0,3,*,*,*,*,*
4.31044E+13,S,Silicon Valley Flex Academy,Santa Clara County Office of Education,Santa Clara,14,6,*,*,*,*,*
4.31044E+13,S,Summit Public School: Tahoma,Santa Clara County Office of Education,Santa Clara,74,61,490,483,483,22,36.07
4.3694E+13,D,,Campbell Union High,Santa Clara,1784,892,531,543,528,550,61.66
4.3694E+13,S,Leigh High,Campbell Union High,Santa Clara,379,226,551,573,544,158,69.91
4.3694E+13,S,Boynton High,Campbell Union High,Santa Clara,197,2,*,*,*,*,*
4.3694E+13,S,Branham High,Campbell Union High,Santa Clara,349,216,539,543,540,137,63.43
4.3694E+13,S,Del Mar High,Campbell Union High,Santa Clara,228,93,468,465,459,31,33.33
4.3694E+13,S,Prospect High,Campbell Union High,Santa Clara,263,153,534,552,531,98,64.05
4.3694E+13,S,Westmont High,Campbell Union High,Santa Clara,346,202,528,537,529,125,61.88
4.36943E+13,D,,East Side Union High,Santa Clara,6647,2910,499,533,500,1491,51.24
4.36943E+13,S,"Escuela Popular/Center for Training and Careers, F",East Side Union High,Santa Clara,48,0,NA,NA,NA,NA,NA
4.36943E+13,S,KIPP San Jose Collegiate,East Side Union High,Santa Clara,95,43,467,508,482,16,37.21
4.36943E+13,S,Summit Public School: Rainier,East Side Union High,Santa Clara,59,52,488,497,493,25,48.08
4.36943E+13,S,Calero High,East Side Union High,Santa Clara,45,0,NA,NA,NA,NA,NA
4.36943E+13,S,Yerba Buena High,East Side Union High,Santa Clara,421,179,450,487,454,59,32.96
4.36943E+13,S,Santa Teresa High,East Side Union High,Santa Clara,581,300,516,536,508,169,56.33
4.36943E+13,S,Independence High,East Side Union High,Santa Clara,786,375,491,524,493,185,49.33
4.36943E+13,S,Apollo High,East Side Union High,Santa Clara,116,8,*,*,*,*,*
4.36943E+13,S,Latino College Preparatory Academy,East Side Union High,Santa Clara,88,61,367,383,380,0,0
4.36943E+13,S,San Jose Conservation Corps Charter,East Side Union High,Santa Clara,339,0,NA,NA,NA,NA,NA
4.36943E+13,S,Evergreen Valley High,East Side Union High,Santa Clara,652,452,558,601,565,334,73.89
4.36943E+13,S,Escuela Popular Accelerated Family Learning,East Side Union High,Santa Clara,12,0,NA,NA,NA,NA,NA
4.36943E+13,S,Andrew P. Hill High,East Side Union High,Santa Clara,526,193,492,527,493,95,49.22
4.36943E+13,S,James Lick High,East Side Union High,Santa Clara,243,117,440,467,440,35,29.91
4.36943E+13,S,Mount Pleasant High,East Side Union High,Santa Clara,363,166,448,481,442,43,25.9
4.36943E+13,S,Oak Grove High,East Side Union High,Santa Clara,452,177,494,519,487,87,49.15
4.36943E+13,S,William C. Overfelt High,East Side Union High,Santa Clara,315,115,434,471,429,30,26.09
4.36943E+13,S,Piedmont Hills High,East Side Union High,Santa Clara,535,364,527,570,538,233,64.01
4.36943E+13,S,Silver Creek High,East Side Union High,Santa Clara,556,308,516,551,511,179,58.12
4.36947E+13,D,,Fremont Union High,Santa Clara,2704,1915,606,657,621,1659,86.63
4.36947E+13,S,Cupertino High,Fremont Union High,Santa Clara,508,362,598,660,619,315,87.02
4.36947E+13,S,Fremont High,Fremont Union High,Santa Clara,500,230,522,555,525,137,59.57
4.36947E+13,S,Homestead High,Fremont Union High,Santa Clara,606,412,586,627,591,338,82.04
4.36947E+13,S,Lynbrook High,Fremont Union High,Santa Clara,472,398,639,698,664,382,95.98
4.36947E+13,S,Monta Vista High,Fremont Union High,Santa Clara,608,513,638,691,657,487,94.93
4.36948E+13,D,,Gilroy Unified,Santa Clara,911,378,491,493,487,159,42.06
4.36948E+13,S,Dr. T. J. Owens Gilroy Early College Academy,Gilroy Unified,Santa Clara,41,43,567,563,552,30,69.77
4.36948E+13,S,Christopher High,Gilroy Unified,Santa Clara,437,232,489,487,484,94,40.52
4.36948E+13,S,Gilroy High,Gilroy Unified,Santa Clara,267,103,465,476,464,35,33.98
4.36953E+13,D,,Los Gatos-Saratoga Joint Union High,Santa Clara,851,698,615,638,617,630,90.26
4.36953E+13,S,Los Gatos High,Los Gatos-Saratoga Joint Union High,Santa Clara,484,379,595,608,589,328,86.54
4.36953E+13,S,Saratoga High,Los Gatos-Saratoga Joint Union High,Santa Clara,362,319,639,674,650,302,94.67
4.36958E+13,D,,Morgan Hill Unified,Santa Clara,667,310,502,506,495,156,50.32
4.36958E+13,S,Ann Sobrato High,Morgan Hill Unified,Santa Clara,312,161,522,536,515,101,62.73
4.36958E+13,S,Live Oak High,Morgan Hill Unified,Santa Clara,254,149,479,473,474,55,36.91
4.36961E+13,D,,Mountain View-Los Altos Union High,Santa Clara,886,582,601,625,603,488,83.85
4.36961E+13,S,Los Altos High,Mountain View-Los Altos Union High,Santa Clara,397,246,611,636,622,217,88.21
4.36961E+13,S,Mountain View High,Mountain View-Los Altos Union High,Santa Clara,456,336,594,617,589,271,80.65
4.36964E+13,D,,Palo Alto Unified,Santa Clara,936,700,634,671,634,640,91.43
4.36964E+13,S,Henry M. Gunn High,Palo Alto Unified,Santa Clara,447,330,642,686,646,310,93.94
4.36964E+13,S,Palo Alto High,Palo Alto Unified,Santa Clara,476,370,627,657,624,330,89.19
4.36967E+13,D,,San Jose Unified,Santa Clara,2687,1200,525,541,525,695,57.92
4.36967E+13,S,Gunderson High,San Jose Unified,Santa Clara,259,111,477,474,461,44,39.64
4.36967E+13,S,Liberty High (Alternative),San Jose Unified,Santa Clara,185,1,*,*,*,*,*
4.36967E+13,S,Downtown College Preparatory,San Jose Unified,Santa Clara,102,3,*,*,*,*,*
4.36967E+13,S,Middle College High,San Jose Unified,Santa Clara,27,0,NA,NA,NA,NA,NA
4.36967E+13,S,Broadway High,San Jose Unified,Santa Clara,210,1,*,*,*,*,*
4.36967E+13,S,Leland High,San Jose Unified,Santa Clara,417,339,600,641,603,293,86.43
4.36967E+13,S,Abraham Lincoln High,San Jose Unified,Santa Clara,352,195,489,491,484,79,40.51
4.36967E+13,S,Pioneer High,San Jose Unified,Santa Clara,356,259,530,540,531,159,61.39
4.36967E+13,S,San José High,San Jose Unified,Santa Clara,219,111,442,450,455,27,24.32
4.36967E+13,S,Willow Glen High,San Jose Unified,Santa Clara,368,180,501,508,496,90,50
4.36967E+13,D,,Santa Clara Unified,Santa Clara,1071,462,516,531,515,257,55.63
4.36967E+13,S,Santa Clara High,Santa Clara Unified,Santa Clara,452,230,512,522,504,121,52.61
4.36967E+13,S,Wilson Alternative,Santa Clara Unified,Santa Clara,109,1,*,*,*,*,*
4.36967E+13,S,Adrian Wilcox High,Santa Clara Unified,Santa Clara,427,231,521,540,526,136,58.87
4.37339E+13,D,,Milpitas Unified,Santa Clara,793,450,527,563,524,279,62
4.37339E+13,S,Milpitas High,Milpitas Unified,Santa Clara,717,450,527,563,524,279,62
4.4E+13,C,,,Santa Cruz,3107,1184,517,517,509,641,54.14
4.41045E+13,D,,Santa Cruz County Office of Education,Santa Cruz,392,66,638,638,630,62,93.94
4.41045E+13,S,Pacific Collegiate Charter,Santa Cruz County Office of Education,Santa Cruz,71,66,638,638,630,62,93.94
4.46977E+13,D,,Live Oak Elementary,Santa Cruz,44,17,549,462,506,10,58.82
4.46977E+13,S,Cypress Charter High,Live Oak Elementary,Santa Cruz,44,17,549,462,506,10,58.82
4.4698E+13,D,,Pajaro Valley Unified,Santa Cruz,1300,453,468,473,462,151,33.33
4.4698E+13,S,Pajaro Valley High,Pajaro Valley Unified,Santa Cruz,326,115,433,436,430,21,18.26
4.4698E+13,S,Ceiba College Preparatory Academy,Pajaro Valley Unified,Santa Cruz,45,1,*,*,*,*,*
4.4698E+13,S,Pacific Coast Charter,Pajaro Valley Unified,Santa Cruz,68,3,*,*,*,*,*
4.4698E+13,S,Aptos High,Pajaro Valley Unified,Santa Cruz,306,152,532,529,521,91,59.87
4.4698E+13,S,Watsonville High,Pajaro Valley Unified,Santa Cruz,434,182,437,452,433,38,20.88
4.46981E+13,D,,San Lorenzo Valley Unified,Santa Cruz,265,114,550,526,523,67,58.77
4.46981E+13,S,Ocean Grove Charter,San Lorenzo Valley Unified,Santa Cruz,75,20,620,546,554,15,75
4.46981E+13,S,SLVUSD Charter,San Lorenzo Valley Unified,Santa Cruz,20,0,NA,NA,NA,NA,NA
4.46981E+13,S,San Lorenzo Valley High,San Lorenzo Valley Unified,Santa Cruz,170,94,535,521,517,52,55.32
4.46982E+13,D,,Santa Cruz City High,Santa Cruz,932,413,531,534,528,263,63.68
4.46982E+13,S,Ark Independent Studies,Santa Cruz City High,Santa Cruz,34,1,*,*,*,*,*
4.46982E+13,S,Delta Charter,Santa Cruz City High,Santa Cruz,52,1,*,*,*,*,*
4.46982E+13,S,Alternative Family Education,Santa Cruz City High,Santa Cruz,13,0,NA,NA,NA,NA,NA
4.46982E+13,S,Harbor High,Santa Cruz City High,Santa Cruz,242,123,498,518,497,60,48.78
4.46982E+13,S,Santa Cruz High,Santa Cruz City High,Santa Cruz,266,161,555,570,547,116,72.05
4.46982E+13,S,Soquel High,Santa Cruz City High,Santa Cruz,251,127,534,505,532,85,66.93
4.47543E+13,D,,Scotts Valley Unified,Santa Cruz,174,121,550,551,547,88,72.73
4.47543E+13,S,Scotts Valley High,Scotts Valley Unified,Santa Cruz,174,121,550,551,547,88,72.73
4.5E+13,C,,,Shasta,2117,469,538,540,516,301,64.18
4.51045E+13,D,,Shasta County Office of Education,Shasta,58,0,NA,NA,NA,NA,NA
4.56986E+13,D,,Anderson Union High,Shasta,470,97,498,507,477,52,53.61
4.56986E+13,S,West Valley High,Anderson Union High,Shasta,219,65,498,512,480,35,53.85
4.56986E+13,S,Oakview High (Alternative),Anderson Union High,Shasta,43,0,NA,NA,NA,NA,NA
4.56986E+13,S,Anderson New Technology High,Anderson Union High,Shasta,43,10,*,*,*,*,*
4.56986E+13,S,Anderson High,Anderson Union High,Shasta,140,22,472,484,455,8,36.36
4.56999E+13,D,,Fall River Joint Unified,Shasta,63,21,513,530,510,12,57.14
4.56999E+13,S,Burney Junior-Senior High,Fall River Joint Unified,Shasta,21,4,*,*,*,*,*
4.56999E+13,S,Fall River Junior-Senior High,Fall River Joint Unified,Shasta,36,17,508,535,511,10,58.82
4.57011E+13,D,,Redding Elementary,Shasta,23,2,*,*,*,*,*
4.57011E+13,S,Stellar Secondary Charter High,Redding Elementary,Shasta,23,2,*,*,*,*,*
4.57014E+13,D,,Shasta Union High,Shasta,1226,302,558,559,535,214,70.86
4.57014E+13,S,University Preparatory,Shasta Union High,Shasta,94,74,577,568,551,59,79.73
4.57014E+13,S,Foothill High,Shasta Union High,Shasta,278,60,557,577,528,46,76.67
4.57014E+13,S,Shasta Charter Academy,Shasta Union High,Shasta,69,8,*,*,*,*,*
4.57014E+13,S,North State Independence High,Shasta Union High,Shasta,62,0,NA,NA,NA,NA,NA
4.57014E+13,S,Enterprise High,Shasta Union High,Shasta,289,70,536,544,507,40,57.14
4.57014E+13,S,Shasta High,Shasta Union High,Shasta,292,90,554,549,546,61,67.78
4.57017E+13,D,,Whitmore Union Elementary,Shasta,11,0,NA,NA,NA,NA,NA
4.57017E+13,S,Northern Summit Academy,Whitmore Union Elementary,Shasta,11,0,NA,NA,NA,NA,NA
4.57527E+13,D,,Gateway Unified,Shasta,266,47,507,493,478,22,46.81
4.57527E+13,S,Academy of Personalized Learning,Gateway Unified,Shasta,72,9,*,*,*,*,*
4.57527E+13,S,Gateway Educational Options,Gateway Unified,Shasta,16,0,NA,NA,NA,NA,NA
4.57527E+13,S,Central Valley High,Gateway Unified,Shasta,150,38,483,487,467,15,39.47
4.6E+13,C,,,Sierra,24,10,*,*,*,*,*
4.67018E+13,D,,Sierra-Plumas Joint Unified,Sierra,24,10,*,*,*,*,*
4.67018E+13,S,Downieville Junior-Senior High,Sierra-Plumas Joint Unified,Sierra,4,1,*,*,*,*,*
4.67018E+13,S,Loyalton High,Sierra-Plumas Joint Unified,Sierra,16,9,*,*,*,*,*
4.7E+13,C,,,Siskiyou,390,136,510,503,485,63,46.32
4.71047E+13,D,,Siskiyou County Office of Education,Siskiyou,40,1,*,*,*,*,*
4.71047E+13,S,Golden Eagle Charter,Siskiyou County Office of Education,Siskiyou,28,1,*,*,*,*,*
4.77025E+13,D,,Dunsmuir Joint Union High,Siskiyou,14,3,*,*,*,*,*
